stock_name,period_end_date,type,category,sub_category,value
Bank BCA,2003-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",234337
Bank BCA,2003-12-31,Assets,Non-Current Assets,Net Loans,28329341
Bank BCA,2003-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-41637
Bank BCA,2003-12-31,Equities,Retained Earnings,Retained Earnings,6019338
Bank BCA,2003-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3846181
Bank BCA,2003-12-31,Equities,"Other Equity, Total",Other Equity,3846181
Bank BCA,2003-12-31,Equities,"Common Stock, Total",Common Stock,1532784
Bank BCA,2003-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",569271
Bank BCA,2003-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2003-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2003-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",106583
Bank BCA,2003-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,275365
Bank BCA,2003-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,219652
Bank BCA,2003-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,275365
Bank BCA,2003-12-31,Liabilities,Current Liabilities,Accrued Expenses,521579
Bank BCA,2003-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2003-12-31,Liabilities,Current Liabilities,Total Deposits,118941416
Bank BCA,2003-09-30,Assets,"Other Assets, Total",Other Assets,1910889
Bank BCA,2003-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2003-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1116734
Bank BCA,2003-09-30,Assets,Current Assets,Cash and Due from Banks,10844731
Bank BCA,2003-09-30,Assets,Current Assets,Other Earning Assets,167794803
Bank BCA,2003-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",468622
Bank BCA,2003-09-30,Assets,Non-Current Assets,Net Loans,23370457
Bank BCA,2003-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2003-09-30,Equities,Retained Earnings,Retained Earnings,6674702
Bank BCA,2003-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3733179
Bank BCA,2003-09-30,Equities,"Other Equity, Total",Other Equity,3733179
Bank BCA,2003-09-30,Equities,"Common Stock, Total",Common Stock,1513904
Bank BCA,2003-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",274727
Bank BCA,2003-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2003-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2003-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",105327
Bank BCA,2003-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,77407
Bank BCA,2003-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,431623
Bank BCA,2003-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,77407
Bank BCA,2003-09-30,Liabilities,Current Liabilities,Accrued Expenses,589177
Bank BCA,2003-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2003-09-30,Liabilities,Current Liabilities,Total Deposits,107914707
Bank BCA,2003-06-30,Assets,"Other Assets, Total",Other Assets,1562487
Bank BCA,2003-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2003-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",1946992
Bank BCA,2003-06-30,Assets,Current Assets,Cash and Due from Banks,13194525
Bank BCA,2003-06-30,Assets,Current Assets,Other Earning Assets,156577515
Bank BCA,2003-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",518682
Bank BCA,2003-06-30,Assets,Non-Current Assets,Net Loans,21350476
Bank BCA,2003-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2003-06-30,Equities,Retained Earnings,Retained Earnings,6058493
Bank BCA,2003-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3708894
Bank BCA,2003-06-30,Equities,"Other Equity, Total",Other Equity,3708894
Bank BCA,2003-06-30,Equities,"Common Stock, Total",Common Stock,1504381
Bank BCA,2003-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",205179
Bank BCA,2003-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2003-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2003-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",116247
Bank BCA,2003-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,82440
Bank BCA,2003-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,295990
Bank BCA,2003-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,82440
Bank BCA,2003-06-30,Liabilities,Current Liabilities,Accrued Expenses,518643
Bank BCA,2003-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2003-06-30,Liabilities,Current Liabilities,Total Deposits,103249563
Bank BCA,2003-03-31,Assets,"Other Assets, Total",Other Assets,1742743
Bank BCA,2003-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2003-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",1987731
Bank BCA,2003-03-31,Assets,Current Assets,Cash and Due from Banks,14250597
Bank BCA,2003-03-31,Assets,Current Assets,Other Earning Assets,153056631
Bank BCA,2003-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",747382
Bank BCA,2003-03-31,Assets,Non-Current Assets,Net Loans,21152972
Bank BCA,2003-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2003-03-31,Equities,Retained Earnings,Retained Earnings,5515324
Bank BCA,2003-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3708894
Bank BCA,2003-03-31,Equities,"Other Equity, Total",Other Equity,3708894
Bank BCA,2003-03-31,Equities,"Common Stock, Total",Common Stock,1504381
Bank BCA,2003-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",191166
Bank BCA,2003-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2003-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2003-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",132911
Bank BCA,2003-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,87613
Bank BCA,2003-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,443204
Bank BCA,2003-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,87613
Bank BCA,2003-03-31,Liabilities,Current Liabilities,Accrued Expenses,619391
Bank BCA,2003-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2003-03-31,Liabilities,Current Liabilities,Total Deposits,103089856
Bank BCA,2002-12-31,Assets,"Other Assets, Total",Other Assets,1684121
Bank BCA,2002-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2002-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-908613
Bank BCA,2002-12-31,Assets,Current Assets,Cash and Due from Banks,16437535
Bank BCA,2002-12-31,Assets,Current Assets,Other Earning Assets,150201370
Bank BCA,2002-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",971816
Bank BCA,2002-12-31,Assets,Non-Current Assets,Net Loans,20569141
Bank BCA,2002-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2002-12-31,Equities,Retained Earnings,Retained Earnings,5039327
Bank BCA,2002-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3708894
Bank BCA,2002-12-31,Equities,"Other Equity, Total",Other Equity,3708894
Bank BCA,2002-12-31,Equities,"Common Stock, Total",Common Stock,1504381
Bank BCA,2002-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",193735
Bank BCA,2002-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2002-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2002-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",196677
Bank BCA,2002-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,122882
Bank BCA,2002-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,385854
Bank BCA,2002-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,122882
Bank BCA,2002-12-31,Liabilities,Current Liabilities,Accrued Expenses,470530
Bank BCA,2002-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2002-12-31,Liabilities,Current Liabilities,Total Deposits,104426355
Bank BCA,2002-09-30,Assets,"Other Assets, Total",Other Assets,1882524
Bank BCA,2002-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2002-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-821928
Bank BCA,2002-09-30,Assets,Current Assets,Cash and Due from Banks,12770648
Bank BCA,2002-09-30,Assets,Current Assets,Other Earning Assets,152469143
Bank BCA,2002-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",1218682
Bank BCA,2002-09-30,Assets,Non-Current Assets,Net Loans,17242798
Bank BCA,2002-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2002-09-30,Equities,Retained Earnings,Retained Earnings,5530230
Bank BCA,2002-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3669374
Bank BCA,2002-09-30,Equities,"Other Equity, Total",Other Equity,3669374
Bank BCA,2002-09-30,Equities,"Common Stock, Total",Common Stock,1492238
Bank BCA,2002-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",212393
Bank BCA,2002-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2002-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2002-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",141724
Bank BCA,2002-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,114578
Bank BCA,2002-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,401966
Bank BCA,2002-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,114578
Bank BCA,2002-09-30,Liabilities,Current Liabilities,Accrued Expenses,620615
Bank BCA,2002-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2002-09-30,Liabilities,Current Liabilities,Total Deposits,98057347
Bank BCA,2002-06-30,Assets,"Other Assets, Total",Other Assets,1822453
Bank BCA,2002-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2002-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",2088204
Bank BCA,2002-06-30,Assets,Current Assets,Cash and Due from Banks,14082372
Bank BCA,2002-06-30,Assets,Current Assets,Other Earning Assets,139169491
Bank BCA,2002-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",1441944
Bank BCA,2002-06-30,Assets,Non-Current Assets,Net Loans,14988740
Bank BCA,2002-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2002-06-30,Equities,Retained Earnings,Retained Earnings,4860845
Bank BCA,2002-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3669374
Bank BCA,2002-06-30,Equities,"Other Equity, Total",Other Equity,3669374
Bank BCA,2002-06-30,Equities,"Common Stock, Total",Common Stock,1492238
Bank BCA,2002-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",190167
Bank BCA,2002-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2002-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2002-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",155539
Bank BCA,2002-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,123670
Bank BCA,2002-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,365427
Bank BCA,2002-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,123670
Bank BCA,2002-06-30,Liabilities,Current Liabilities,Accrued Expenses,509102
Bank BCA,2002-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2002-06-30,Liabilities,Current Liabilities,Total Deposits,91945986
Bank BCA,2002-03-31,Assets,"Other Assets, Total",Other Assets,1947744
Bank BCA,2002-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2002-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",2120556
Bank BCA,2002-03-31,Assets,Current Assets,Cash and Due from Banks,16075034
Bank BCA,2002-03-31,Assets,Current Assets,Other Earning Assets,128958979
Bank BCA,2002-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",1625931
Bank BCA,2002-03-31,Assets,Non-Current Assets,Net Loans,14063907
Bank BCA,2002-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),0
Bank BCA,2002-03-31,Equities,Retained Earnings,Retained Earnings,4170340
Bank BCA,2002-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3648826
Bank BCA,2002-03-31,Equities,"Other Equity, Total",Other Equity,3648826
Bank BCA,2002-03-31,Equities,"Common Stock, Total",Common Stock,1486499
Bank BCA,2002-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",133031
Bank BCA,2002-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2002-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2002-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",126983
Bank BCA,2002-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,112175
Bank BCA,2002-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,1416675
Bank BCA,2002-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,112175
Bank BCA,2002-03-31,Liabilities,Current Liabilities,Accrued Expenses,558878
Bank BCA,2002-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2002-03-31,Liabilities,Current Liabilities,Total Deposits,87439555
